,player_name,date,event,category,event_round,result,opponent,score,average
14631,Steve Lennon,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 256,Won,Robbie Green,6 V 3,88.32
14632,Steve Lennon,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Preliminary,Won,Barry Lynn,6 V 0,96.97
14633,Steve Lennon,09/02/2018,UK Open Qualifier 4,PDC Pro Tour,Preliminary,Lost,Scott Taylor,2 V 6,91.41
14634,Steve Lennon,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 64,Lost,Kim Huybrechts,4 V 6,86.59
14635,Steve Lennon,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 128,Won,Luke Humphries,6 V 3,102.63
14636,Steve Lennon,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 256,Won,Michael Barnard,6 V 3,88.82
14637,Steve Lennon,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Last 64,Lost,Robert Thornton,2 V 6,80.77
14638,Steve Lennon,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Last 128,Won,Michael Barnard,6 V 5,94.53
14639,Steve Lennon,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Last 256,Won,Kevin Painter,6 V 0,83.50
14640,Steve Lennon,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Preliminary,Won,Jay Foreman,6 V 2,102.96
14641,Steve Lennon,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 128,Lost,Brendan Dolan,2 V 6,83.14
14642,Steve Lennon,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 256,Won,Jason Cullen,6 V 4,92.30
14643,Steve Lennon,20/12/2017,PDC World Championship,PDC WC,Last 64,Lost,Michael Smith,2 V 3,94.95
14644,Steve Lennon,25/11/2017,Players Championship Finals,PDC Premier,Last 32,Lost,Rob Cross,2 V 6,98.44
14645,Steve Lennon,24/11/2017,Players Championship Finals,PDC Premier,Last 64,Won,Zoran Lerchbacher,6 V 4,89.93
14646,Steve Lennon,16/11/2017,Grand Slam Of Darts,PDC Premier,Last 16,Lost,Michael van Gerwen,3 V 10,94.27
14647,Steve Lennon,14/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Lost,Raymond van Barneveld,2 V 5,94.74
14648,Steve Lennon,11/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Lost,Gerwyn Price,3 V 5,96.90
14649,Steve Lennon,23/09/2017,PDC International Darts Open,PDC ET,Last 32,Lost,Gerwyn Price,4 V 6,93.61
14650,Steve Lennon,22/09/2017,PDC International Darts Open,PDC ET,Last 48,Won,Simon Stevenson,6 V 2,99.36
14651,Steve Lennon,01/09/2017,PDC Dutch Darts Masters,PDC ET,Last 48,Lost,Krzysztof Ratajski,0 V 6,91.41
14652,Steve Lennon,05/05/2017,PDC European Darts Grand Prix,PDC ET,Last 48,Lost,Krzysztof Ratajski,4 V 6,90.78
14653,Steve Lennon,21/04/2017,PDC German Open,PDC ET,Last 48,Lost,Christian Kist,4 V 6,82.93
14654,Steve Lennon,12/11/2007,Grand Slam Of Darts,PDC Premier,Last 32 Group,Won,Jamie Hughes,5 V 0,100.20
14655,Kevin Painter,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 64,Lost,Rob Cross,5 V 6,87.31
14656,Kevin Painter,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 128,Won,Madars Razma,6 V 4,98.31
14657,Kevin Painter,26/06/2018,PDPA Players Championship Barnsley 15,PDC Pro Tour,Last 128,Lost,John Henderson,4 V 6,93.16
14658,Kevin Painter,17/06/2018,PDPA Players Championship Wigan 14,PDC Pro Tour,Last 128,Lost,Ian White,0 V 6,77.52
14659,Kevin Painter,16/06/2018,PDPA Players Championship Wigan 13,PDC Pro Tour,Last 32,Lost,Joe Cullen,3 V 6,86.07
14660,Kevin Painter,16/06/2018,PDPA Players Championship Wigan 13,PDC Pro Tour,Last 64,Won,Jelle Klaasen,6 V 2,81.67
14661,Kevin Painter,16/06/2018,PDPA Players Championship Wigan 13,PDC Pro Tour,Last 128,Won,Ryan Harrington,6 V 5,77.98
14662,Kevin Painter,15/06/2018,PDC European Matchplay UK Qualifier,PDC QU,Last 72,Lost,Paul Nicholson,5 V 6,78.34
14663,Kevin Painter,15/06/2018,PDC European Matchplay UK Qualifier,PDC QU,Last 144,Won,Cameron Menzies,6 V 2,100.29
14664,Kevin Painter,15/06/2018,PDC German Darts Championship UK Qualifier,PDC QU,Last 144,Lost,Ted Evetts,2 V 6,81.41
14665,Kevin Painter,20/05/2018,PDPA Players Championship Milton Keynes 12,PDC Pro Tour,Last 64,Lost,Mervyn King,5 V 6,95.77
14666,Kevin Painter,20/05/2018,PDPA Players Championship Milton Keynes 12,PDC Pro Tour,Last 128,Won,Mario Robbe,6 V 3,96.78
14667,Kevin Painter,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 64,Lost,James Wilson,5 V 6,94.52
14668,Kevin Painter,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 128,Won,Luke Humphries,6 V 5,94.20
14669,Kevin Painter,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Last 72,Lost,Steve Beaton,3 V 6,86.94
14670,Kevin Painter,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Last 36,Lost,Barrie Bates,0 V 6,91.72
14671,Kevin Painter,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Last 72,Won,Peter Jacques,6 V 2,88.90
14672,Kevin Painter,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Preliminary,Won,Jim Brown,6 V 0,88.41
14673,Kevin Painter,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 128,Lost,Peter Jacques,3 V 6,90.36
14674,Kevin Painter,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 128,Lost,Rowby John Rodriguez,3 V 6,94.36
14675,Kevin Painter,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 128,Lost,Robert Thornton,0 V 6,71.86
14676,Kevin Painter,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 64,Lost,Robert Thornton,5 V 6,94.21
14677,Kevin Painter,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 128,Won,Kirk Shepherd,6 V 4,88.89
14678,Kevin Painter,06/04/2018,PDC Dutch Darts Masters UK Qualifier,PDC QU,Last 72,Lost,Peter Jacques,3 V 6,90.82
14679,Kevin Painter,06/04/2018,PDC Dutch Darts Masters UK Qualifier,PDC QU,Preliminary,Won,Paul Rowley,6 V 5,88.76
14680,Kevin Painter,06/04/2018,PDC European Darts Grand Prix UK Qualifier,PDC QU,Preliminary,Lost,Adam Hunt,4 V 6,90.20
14681,Kevin Painter,18/03/2018,PDPA Players Championship Milton Keynes 6,PDC Pro Tour,Last 128,Lost,James Wade,5 V 6,87.78
14682,Kevin Painter,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 128,Lost,Mark Wilson,5 V 6,87.35
14683,Kevin Painter,11/03/2018,PDPA Players Championship Barnsley 4,PDC Pro Tour,Last 64,Lost,Gabriel Clemens,2 V 6,91.73
14684,Kevin Painter,11/03/2018,PDPA Players Championship Barnsley 4,PDC Pro Tour,Last 128,Won,Steve West,6 V 5,94.52
14685,Kevin Painter,10/03/2018,PDPA Players Championship Barnsley 3,PDC Pro Tour,Last 32,Lost,Joe Cullen,2 V 6,82.93
14686,Kevin Painter,10/03/2018,PDPA Players Championship Barnsley 3,PDC Pro Tour,Last 64,Won,Andrew Gilding,6 V 5,94.08
14687,Kevin Painter,10/03/2018,PDPA Players Championship Barnsley 3,PDC Pro Tour,Last 128,Won,Vincent van der Voort,6 V 3,90.62
14688,Kevin Painter,09/03/2018,PDC Austrian Darts Open UK Qualifier,PDC QU,Last 72,Lost,Martyn Turner,4 V 6,93.25
14689,Kevin Painter,09/03/2018,PDC German Open UK Qualifier,PDC QU,Last 72,Lost,Paul Nicholson,2 V 6,96.26
14690,Kevin Painter,18/02/2018,PDPA Players Championship Barnsley 2,PDC Pro Tour,Last 128,Lost,Jelle Klaasen,5 V 6,84.24
14691,Kevin Painter,17/02/2018,PDPA Players Championship Barnsley 1,PDC Pro Tour,Last 64,Lost,Cristo Reyes,4 V 6,88.17
14692,Kevin Painter,17/02/2018,PDPA Players Championship Barnsley 1,PDC Pro Tour,Last 128,Won,Luke Woodhouse,6 V 5,89.54
14693,Kevin Painter,16/02/2018,PDC German Darts Grand Prix UK Qualifier,PDC QU,Last 36,Lost,Willie O Connor,4 V 6,98.72
14694,Kevin Painter,16/02/2018,PDC German Darts Grand Prix UK Qualifier,PDC QU,Last 72,Won,Peter Jacques,6 V 5,95.06
14695,Kevin Painter,16/02/2018,PDC German Darts Grand Prix UK Qualifier,PDC QU,Preliminary,Won,Ryan Harrington,6 V 2,88.82
14696,Kevin Painter,16/02/2018,PDC European Darts Open UK Qualifier,PDC QU,Preliminary,Lost,Dave Pallett,1 V 6,84.08
14697,Kevin Painter,11/02/2018,UK Open Qualifier 6,PDC Pro Tour,Last 128,Lost,Kevin Burness,3 V 6,83.89
14698,Kevin Painter,11/02/2018,UK Open Qualifier 6,PDC Pro Tour,Last 256,Won,Devon Petersen,6 V 1,85.29
14699,Kevin Painter,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Preliminary,Lost,Robert Rickwood,4 V 6,86.45
14700,Kevin Painter,09/02/2018,UK Open Qualifier 4,PDC Pro Tour,Last 128,Lost,Robert Thornton,5 V 6,84.56
14701,Kevin Painter,09/02/2018,UK Open Qualifier 4,PDC Pro Tour,Last 256,Won,Barrie Bates,6 V 3,91.11
14702,Kevin Painter,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 128,Lost,Charlie Jackson,3 V 6,80.68
14703,Kevin Painter,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 256,Won,Rowby John Rodriguez,6 V 4,93.04
14704,Kevin Painter,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Last 256,Lost,Steve Lennon,0 V 6,77.74
14705,Kevin Painter,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 256,Lost,Kirk Shepherd,1 V 6,81.79
14706,Kevin Painter,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Preliminary,Won,Trevor Burkhill,6 V 1,101.56
14707,Kevin Painter,18/12/2017,PDC World Championship,PDC WC,Last 64,Lost,Mensur Suljovic,0 V 3,88.58
14708,Kevin Painter,24/11/2017,Players Championship Finals,PDC Premier,Last 64,Lost,James Wade,4 V 6,86.84
14709,Kevin Painter,13/10/2017,PDC European Darts Trophy,PDC ET,Last 48,Lost,Andy Boulton,5 V 6,91.62
14710,Kevin Painter,26/03/2017,PDC German Darts Championship,PDC ET,Last 16,Lost,Gerwyn Price,4 V 6,90.63
14711,Kevin Painter,25/03/2017,PDC German Darts Championship,PDC ET,Last 32,Won,Simon Whitlock,6 V 2,88.40
14712,Kevin Painter,24/03/2017,PDC German Darts Championship,PDC ET,Last 48,Won,Stephen Burton,6 V 5,85.80
14713,Kevin Painter,27/12/2016,PDC World Championship,PDC WC,Last 32,Lost,Phil Taylor,0 V 4,90.52
14714,Kevin Painter,15/12/2016,PDC World Championship,PDC WC,Last 64,Won,Jamie Caven,3 V 1,85.13
14715,Kevin Painter,25/11/2016,Players Championship Finals,PDC Premier,Last 64,Lost,Dave Chisnall,4 V 6,93.26
14716,Kevin Painter,15/10/2016,PDC German Darts Championship,PDC ET,Last 32,Lost,Ian White,5 V 6,86.62
14717,Kevin Painter,14/10/2016,PDC German Darts Championship,PDC ET,Last 48,Won,Yordi Meeuwisse,6 V 3,95.76
14718,Kevin Painter,02/09/2016,PDC International Darts Open,PDC ET,Last 48,Lost,Devon Petersen,1 V 6,80.12
14719,Kevin Painter,13/05/2016,PDC European Matchplay,PDC ET,Last 48,Lost,Daryl Gurney,4 V 6,86.48
14720,Kevin Painter,06/05/2016,PDC Gibraltar Darts Trophy,PDC ET,Last 48,Lost,Joe Cullen,5 V 6,92.40
14721,Kevin Painter,28/03/2016,PDC German Darts Masters,PDC ET,Last 16,Lost,Michael van Gerwen,2 V 6,95.63
14722,Kevin Painter,27/03/2016,PDC German Darts Masters,PDC ET,Last 32,Won,Justin Pipe,6 V 5,88.26
14723,Kevin Painter,26/03/2016,PDC German Darts Masters,PDC ET,Last 48,Won,Stuart Kellett,6 V 1,101.70
14724,Kevin Painter,13/02/2016,PDC Dutch Darts Masters,PDC ET,Last 32,Lost,Jelle Klaasen,4 V 6,85.87
14725,Kevin Painter,12/02/2016,PDC Dutch Darts Masters,PDC ET,Last 48,Won,Jamie Caven,6 V 5,87.63
14726,Kevin Painter,28/12/2015,PDC World Championship,PDC WC,Last 32,Lost,Phil Taylor,1 V 4,92.19
14727,Kevin Painter,19/12/2015,PDC World Championship,PDC WC,Last 64,Won,Kim Viljanen,3 V 0,93.43
14728,Kevin Painter,19/09/2015,PDC European Matchplay,PDC ET,Last 32,Lost,Terry Jenkins,5 V 6,97.78
14729,Kevin Painter,18/09/2015,PDC European Matchplay,PDC ET,Last 48,Won,Roxy James Rodriguez,6 V 3,88.83
14730,Kevin Painter,13/09/2015,PDC European Darts Trophy,PDC ET,Last 16,Lost,Michael Smith,4 V 6,88.57
14731,Kevin Painter,12/09/2015,PDC European Darts Trophy,PDC ET,Last 32,Won,Vincent van der Voort,6 V 4,92.65
14732,Kevin Painter,11/09/2015,PDC European Darts Trophy,PDC ET,Last 48,Won,Alan Norris,6 V 3,93.70
14733,Kevin Painter,21/03/2015,PDC Gibraltar Darts Trophy,PDC ET,Last 32,Lost,Michael van Gerwen,5 V 6,83.16
14734,Kevin Painter,20/03/2015,PDC Gibraltar Darts Trophy,PDC ET,Last 48,Won,Rowby John Rodriguez,6 V 3,86.32
14735,Kevin Painter,14/03/2015,PDPA Players Championship Barnsley 1,PDC Pro Tour,Quarter Final,Lost,Ian White,4 V 6,86.72
14736,Kevin Painter,28/12/2014,PDC World Championship,PDC WC,Last 32,Lost,Cristo Reyes,3 V 4,90.22
14737,Kevin Painter,21/12/2014,PDC World Championship,PDC WC,Last 64,Won,Boris Koltsov,3 V 1,89.57
14738,Kevin Painter,28/11/2014,Players Championship Finals,PDC Premier,Last 32,Lost,Brendan Dolan,5 V 6,95.61
14739,Kevin Painter,10/10/2014,World Grand Prix,PDC Premier,Quarter Final,Lost,Gary Anderson,2 V 3,d 90.87
14740,Kevin Painter,08/10/2014,World Grand Prix,PDC Premier,Last 16,Won,Adrian Lewis,3 V 2,d 87.56
14741,Kevin Painter,06/10/2014,World Grand Prix,PDC Premier,Last 32,Won,Andy Hamilton,2 V 1,d 79.04
14742,Kevin Painter,05/09/2014,PDC European Darts Grand Prix,PDC ET,Last 48,Lost,James Wade,4 V 6,85.20
14743,Kevin Painter,19/07/2014,World Matchplay,PDC Premier,Last 32,Lost,Simon Whitlock,6 V 10,90.86
14744,Kevin Painter,09/03/2014,UK Open,PDC Premier,Quarter Final,Lost,Mervyn King,6 V 10,87.35
14745,Kevin Painter,27/12/2013,PDC World Championship,PDC WC,Last 16,Lost,Simon Whitlock,0 V 4,86.38
14746,Kevin Painter,22/12/2013,PDC World Championship,PDC WC,Last 32,Won,Paul Nicholson,4 V 0,91.59
14747,Kevin Painter,19/12/2013,PDC World Championship,PDC WC,Last 64,Won,Tomas Seyler,3 V 0,98.59
14748,Kevin Painter,29/11/2013,Players Championship Finals,PDC Premier,Last 32,Lost,Adrian Lewis,3 V 6,94.05
14749,Kevin Painter,12/11/2013,Grand Slam Of Darts,PDC U,Last 32 Group,Lost,Phil Taylor,0 V 5,98.45
14750,Kevin Painter,10/11/2013,Grand Slam Of Darts,PDC U,Last 32 Group,Lost,Stuart Kellett,4 V 5,83.71
14751,Kevin Painter,09/11/2013,Grand Slam Of Darts,PDC U,Last 32 Group,Lost,Paul Nicholson,2 V 5,82.27
14752,Kevin Painter,01/11/2013,The Masters,PDC U,Last 16,Lost,James Wade,5 V 6,92.93
14753,Kevin Painter,26/10/2013,PDC Dutch Darts Masters,PDC ET,Last 32,Lost,Michael Barnard,4 V 6,88.02
14754,Kevin Painter,10/10/2013,World Grand Prix,PDC Premier,Last 16,Lost,Andy Hamilton,1 V 3,d 80.39
14755,Kevin Painter,08/10/2013,World Grand Prix,PDC Premier,Last 32,Won,Richie Burnett,2 V 0,d 83.25
14756,Kevin Painter,22/09/2013,PDC German Darts Masters,PDC ET,Quarter Final,Lost,Simon Whitlock,3 V 6,90.22
14757,Kevin Painter,22/09/2013,PDC German Darts Masters,PDC ET,Last 16,Won,Dave Chisnall,6 V 1,101.12
14758,Kevin Painter,21/09/2013,PDC German Darts Masters,PDC ET,Last 32,Won,Adrian Lewis,6 V 5,89.32
14759,Kevin Painter,23/07/2013,World Matchplay,PDC Premier,Last 16,Lost,Simon Whitlock,10 V 13,91.22
14760,Kevin Painter,21/07/2013,World Matchplay,PDC Premier,Last 32,Won,Jamie Lewis,10 V 7,91.90
14761,Kevin Painter,06/07/2013,European Championship,PDC Premier,Last 16,Lost,Adrian Lewis,4 V 10,90.35
14762,Kevin Painter,05/07/2013,European Championship,PDC Premier,Last 32,Won,John Part,6 V 4,94.91
14763,Kevin Painter,31/03/2013,PDC European Darts Trophy,PDC ET,Last 32,Lost,Nick Fullwell,4 V 6,77.63
14764,Kevin Painter,09/03/2013,PDC UK Masters,PDC ET,Last 32,Lost,Raymond van Barneveld,2 V 6,91.28
14765,Kevin Painter,27/12/2012,PDC World Championship,PDC WC,Last 16,Lost,Adrian Lewis,2 V 4,92.36
14766,Kevin Painter,22/12/2012,PDC World Championship,PDC WC,Last 32,Won,Ronnie Baxter,4 V 3,95.86
14767,Kevin Painter,14/12/2012,PDC World Championship,PDC WC,Last 64,Won,Leung Chun Nam,3 V 0,94.97
14768,Kevin Painter,30/11/2012,Players Championship Finals,PDC Premier,Last 32,Lost,Michael van Gerwen,3 V 6,83.62
14769,Kevin Painter,17/11/2012,Grand Slam Of Darts,PDC U,Quarter Final,Lost,Dean Winstanley,12 V 16,91.78
14770,Kevin Painter,15/11/2012,Grand Slam Of Darts,PDC U,Last 16,Won,Mervyn King,10 V 5,91.10
14771,Kevin Painter,13/11/2012,Grand Slam Of Darts,PDC U,Last 32 Group,Won,James Hubbard,5 V 3,92.50
14772,Kevin Painter,11/11/2012,Grand Slam Of Darts,PDC U,Last 32 Group,Lost,Simon Whitlock,4 V 5,88.32
14773,Kevin Painter,10/11/2012,Grand Slam Of Darts,PDC U,Last 32 Group,Won,Dean Winstanley,5 V 4,88.18
14774,Kevin Painter,10/10/2012,World Grand Prix,PDC Premier,Last 16,Lost,Justin Pipe,2 V 3,d 84.71
14775,Kevin Painter,08/10/2012,World Grand Prix,PDC Premier,Last 32,Won,Kim Huybrechts,2 V 0,d 83.50
14776,Kevin Painter,22/09/2012,European Championship,PDC Premier,Last 16,Lost,Wes Newton,5 V 10,88.23
14777,Kevin Painter,20/09/2012,European Championship,PDC Premier,Last 32,Won,Mervyn King,6 V 4,96.64
14778,Kevin Painter,22/07/2012,World Matchplay,PDC Premier,Last 32,Lost,Steve Beaton,6 V 10,88.01
14779,Kevin Painter,07/07/2012,PDC European Darts Open,PDC ET,Last 32,Lost,Colin Osborne,2 V 6,87.41
14780,Kevin Painter,24/06/2012,PDC German Darts Championship,PDC ET,Last 16,Lost,Simon Whitlock,2 V 6,97.05
14781,Kevin Painter,23/06/2012,PDC German Darts Championship,PDC ET,Last 32,Won,Dave Ladley,6 V 4,93.86
14782,Kevin Painter,10/05/2012,Premier League,PDC U,League 8,Lost,Andy Hamilton,1 V 8,89.51
14783,Kevin Painter,03/05/2012,Premier League,PDC U,League 8,Won,Adrian Lewis,8 V 3,96.04
14784,Kevin Painter,29/04/2012,PDC Austrian Darts Open,PDC ET,Last 16,Lost,Dave Chisnall,3 V 6,92.52
14785,Kevin Painter,28/04/2012,PDC Austrian Darts Open,PDC ET,Last 32,Won,Mark Dudbridge,6 V 2,80.92
14786,Kevin Painter,26/04/2012,Premier League,PDC U,League 8,Drew,James Wade,7 V 7,99.14
14787,Kevin Painter,19/04/2012,Premier League,PDC U,League 8,Won,Gary Anderson,8 V 4,90.65
14788,Kevin Painter,12/04/2012,Premier League,PDC U,League 8,Lost,Simon Whitlock,5 V 8,94.22
14789,Kevin Painter,05/04/2012,Premier League,PDC U,League 8,Lost,Raymond van Barneveld,6 V 8,100.08
14790,Kevin Painter,29/03/2012,Premier League,PDC U,League 8,Lost,Phil Taylor,2 V 8,94.38
14791,Kevin Painter,22/03/2012,Premier League,PDC U,League 8,Lost,Adrian Lewis,3 V 8,88.25
14792,Kevin Painter,15/03/2012,Premier League,PDC U,League 8,Lost,Raymond van Barneveld,5 V 8,92.45
14793,Kevin Painter,08/03/2012,Premier League,PDC U,League 8,Won,Andy Hamilton,8 V 5,93.00
14794,Kevin Painter,01/03/2012,Premier League,PDC U,League 8,Lost,James Wade,6 V 8,91.11
14795,Kevin Painter,23/02/2012,Premier League,PDC U,League 8,Won,Simon Whitlock,8 V 3,92.03
14796,Kevin Painter,16/02/2012,Premier League,PDC U,League 8,Lost,Phil Taylor,5 V 8,97.00
14797,Kevin Painter,09/02/2012,Premier League,PDC U,League 8,Won,Gary Anderson,8 V 6,82.67
14798,Kevin Painter,29/12/2011,PDC World Championship,PDC WC,Last 16,Lost,John Part,2 V 4,93.13
14799,Kevin Painter,23/12/2011,PDC World Championship,PDC WC,Last 32,Won,Mark Walsh,4 V 3,93.12
14800,Kevin Painter,19/12/2011,PDC World Championship,PDC WC,Last 64,Won,Arron Monk,3 V 1,95.88
14801,Kevin Painter,11/12/2011,Players Championship Finals,PDC Premier,Final,Won,Mark Webster,13 V 9,96.28
14802,Kevin Painter,11/12/2011,Players Championship Finals,PDC Premier,Semi Final,Won,Scott Rand,10 V 9,97.85
14803,Kevin Painter,11/12/2011,Players Championship Finals,PDC Premier,Quarter Final,Won,Mervyn King,9 V 7,91.02
14804,Kevin Painter,10/12/2011,Players Championship Finals,PDC Premier,Last 16,Won,Gary Anderson,8 V 4,91.56
14805,Kevin Painter,09/12/2011,Players Championship Finals,PDC Premier,Last 32,Won,Colin Osborne,6 V 2,90.23
14806,Kevin Painter,03/10/2011,World Grand Prix,PDC Premier,Last 32,Lost,Vincent van der Voort,0 V 2,d 82.82
14807,Kevin Painter,16/07/2011,World Matchplay,PDC Premier,Last 32,Lost,Adrian Lewis,12 V 14,92.91
14808,Kevin Painter,05/02/2011,Players Championship Finals,PDC Premier,Last 16,Lost,Gary Anderson,5 V 8,97.32
14809,Kevin Painter,03/02/2011,Players Championship Finals,PDC Premier,Last 32,Won,Wayne Jones,6 V 5,89.46
14810,Kevin Painter,20/12/2010,PDC World Championship,PDC WC,Last 64,Lost,Brendan Dolan,0 V 3,84.84
14811,Kevin Painter,06/10/2010,World Grand Prix,PDC Premier,Last 16,Lost,Gary Anderson,2 V 3,d 81.27
14812,Kevin Painter,04/10/2010,World Grand Prix,PDC Premier,Last 32,Won,Mark Dudbridge,2 V 1,d 77.55
14813,Kevin Painter,23/07/2010,World Matchplay,PDC Premier,Quarter Final,Lost,Phil Taylor,4 V 16,96.77
14814,Kevin Painter,22/07/2010,World Matchplay,PDC Premier,Last 16,Won,Mark Walsh,14 V 12,91.75
14815,Kevin Painter,20/07/2010,World Matchplay,PDC Premier,Last 32,Won,Colin Lloyd,11 V 9,88.89
14816,Kevin Painter,30/01/2010,Players Championship Finals,PDC Premier,Last 16,Lost,Colin Lloyd,4 V 8,93.41
14817,Kevin Painter,28/01/2010,Players Championship Finals,PDC Premier,Last 32,Won,Robert Thornton,6 V 3,97.36
14818,Kevin Painter,30/12/2009,PDC World Championship,PDC WC,Last 16,Lost,Raymond van Barneveld,1 V 4,88.67
14819,Kevin Painter,28/12/2009,PDC World Championship,PDC WC,Last 32,Won,Vincent van der Voort,4 V 3,92.23
14820,Kevin Painter,20/12/2009,PDC World Championship,PDC WC,Last 64,Won,Mensur Suljovic,3 V 1,91.17
14821,Kevin Painter,03/12/2009,Winmau Darts Dazzler Batley,EXH,Final,Lost,Ronnie Baxter,4 V 6,82.59
14822,Kevin Painter,03/12/2009,Winmau Darts Dazzler Batley,EXH,Semi Final,Won,Peter Manley,5 V 1,86.28
